Order_Priority,Customer_ID,Ship_Mode,Order_Date,Order_ID
Not Specified,248,Regular Air,12/18/2012,89144
High,248,Regular Air,1/13/2013,89145
Critical,250,Express Air,11/28/2010,87214
Critical,250,Regular Air,11/28/2010,87214
Critical,250,Regular Air,12/29/2011,87215
High,250,Regular Air,3/12/2012,87216
High,251,Express Air,3/12/2012,87216
High,251,Delivery Truck,3/12/2012,87216
High,251,Express Air,3/12/2012,87216
Medium,251,Regular Air,3/19/2012,87217
Critical,251,Regular Air,9/8/2012,87218
Not Specified,251,Regular Air,2/26/2013,87219
Not Specified,251,Delivery Truck,12/2/2013,87220
Not Specified,252,Regular Air,12/2/2013,87220
Medium,254,Delivery Truck,12/10/2010,86268
High,254,Regular Air,12/9/2011,86272
High,254,Regular Air,10/7/2013,86277
Medium,254,Regular Air,12/28/2013,86278
Critical,255,Delivery Truck,2/20/2011,86269
High,255,Express Air,10/7/2011,86271
High,255,Regular Air,Lakewood,12
Low,255,Regular Air,2/17/2013,86275
Critical,256,Regular Air,1/31/2010,86267
Not Specified,256,Regular Air,5/26/2011,86270
Not Specified,256,Express Air,5/26/2011,86270
High,256,Regular Air,10/7/2011,86271
High,256,Regular Air,10/7/2011,86271
Critical,256,Regular Air,1/31/2013,86274
Critical,256,Express Air,5/23/2013,86276
Medium,258,Regular Air,7/2/2010,85858
Medium,258,Regular Air,Seminole,4
Medium,258,Regular Air,8/18/2011,85860
High,258,Regular Air,11/17/2011,85861
Medium,258,Regular Air,3/10/2012,85862
Medium,258,Regular Air,3/10/2012,85862
Medium,258,Delivery Truck,7/2/2013,85863
Low,259,Regular Air,1/19/2010,85857
High,259,Regular Air,11/17/2011,85861
High,259,Express Air,11/17/2013,85864
Critical,260,Delivery Truck,4/24/2011,85859
Critical,260,Regular Air,4/24/2011,85859
Critical,262,Regular Air,1/26/2011,86298
Low,262,Regular Air,4/12/2011,86299
High,262,Delivery Truck,4/30/2012,86302
High,262,Express Air,10/15/2013,86306
High,263,Delivery Truck,1/21/2010,86297
Medium,263,Regular Air,7/25/2011,86300
Medium,263,Regular Air,7/25/2011,86300
Medium,263,Regular Air,9/2/2011,86301
Medium,263,Regular Air,9/2/2011,86301
Medium,263,Regular Air,7/30/2013,86304
Medium,263,Regular Air,7/30/2013,86304
Medium,263,Regular Air,8/15/2013,86305
Low,264,Regular Air,5/7/2013,86303
Not Specified,266,Express Air,5/18/2010,90593
Medium,266,Regular Air,11/15/2010,90594
Medium,266,Regular Air,11/15/2010,90594
Not Specified,267,Regular Air,9/5/2013,90595
Not Specified,267,Regular Air,9/5/2013,90595
Low,268,Regular Air,4/7/2010,88941
Low,268,Regular Air,4/7/2010,88941
Low,269,Regular Air,12/5/2010,88942
Low,269,Regular Air,12/5/2010,88942
Low,269,Regular Air,12/5/2010,88942
High,269,Regular Air,5/29/2011,88944
High,269,Regular Air,5/29/2011,88944
Low,269,Regular Air,12/19/2011,88946
High,269,Regular Air,6/25/2012,88948
High,270,Regular Air,7/4/2011,88945
Not Specified,270,Regular Air,1/19/2012,88947
Critical,270,Regular Air,4/18/2013,88951
Low,270,Regular Air,8/12/2013,88952
Low,270,Delivery Truck,8/12/2013,88952
Medium,271,Delivery Truck,3/30/2010,88940
Low,271,Regular Air,30297,39.88
Low,271,Regular Air,7/23/2012,88949
Low,271,Regular Air,7/23/2012,88949
Critical,271,Regular Air,10/31/2012,88950
Low,272,Regular Air,4/7/2010,5509
Low,272,Regular Air,4/7/2010,5509
Low,272,Regular Air,12/5/2010,36069
Low,272,Regular Air,12/5/2010,36069
Low,272,Regular Air,28204,169.48
High,272,Regular Air,5/29/2011,35840
High,272,Regular Air,5/29/2011,35840
High,272,Regular Air,7/4/2011,52743
Low,272,Regular Air,12/19/2011,33826
Not Specified,272,Regular Air,1/19/2012,36931
High,272,Regular Air,6/25/2012,31939
Low,272,Regular Air,7/23/2012,29152
Low,272,Regular Air,7/23/2012,29152
Critical,272,Regular Air,10/31/2012,23781
Medium,272,Delivery Truck,3/30/2013,10949
Critical,272,Regular Air,4/18/2013,45476
Low,272,Regular Air,8/12/2013,39490
Low,272,Delivery Truck,8/12/2013,39490
Low,272,Regular Air,12/5/2013,36069
Medium,274,Delivery Truck,2/13/2012,89294
Critical,274,Regular Air,5/24/2013,89297
Not Specified,275,Regular Air,7/24/2010,89292
Critical,276,Express Air,5/21/2010,89291
Medium,277,Regular Air,6/11/2013,89298
Critical,278,Regular Air,6/29/2012,89296
Critical,279,Express Air,6/29/2012,89296
Medium,280,Regular Air,2/13/2012,89294
Critical,281,Regular Air,3/26/2012,89295
Critical,282,Regular Air,5/21/2010,89291
High,283,Regular Air,12/17/2010,89293
Medium,284,Delivery Truck,2/13/2012,89294
Low,286,Regular Air,6/17/2010,89761
Low,286,Delivery Truck,6/17/2010,89761
Not Specified,287,Regular Air,1/18/2011,89763
Critical,287,Delivery Truck,1/22/2011,89764
Critical,287,Regular Air,1/22/2011,89764
Medium,287,Regular Air,6/23/2011,89765
Not Specified,287,Regular Air,5/9/2012,89766
Not Specified,287,Regular Air,5/9/2012,89766
Critical,287,Regular Air,9/6/2012,89767
Critical,287,Regular Air,1/22/2013,89768
Critical,288,Regular Air,7/16/2010,89762
Critical,288,Express Air,7/16/2010,89762
Medium,288,Express Air,6/23/2011,89765
Medium,288,Regular Air,6/23/2011,89765
Medium,288,Regular Air,6/23/2011,89765
Medium,288,Delivery Truck,7/28/2013,89769
Not Specified,290,Regular Air,Loveland,20
High,290,Regular Air,5/6/2011,90838
Low,290,Regular Air,7/1/2012,90840
Not Specified,290,Express Air,2/5/2013,90842
Not Specified,290,Regular Air,9/25/2013,90843
High,291,Regular Air,6/8/2012,90839
High,291,Regular Air,80233,18.88
High,291,Regular Air,80233,98.41
Critical,291,Regular Air,11/12/2012,90841
Critical,291,Regular Air,11/12/2012,90841
High,292,Regular Air,6/8/2012,90839
High,292,Regular Air,6/8/2012,90839
Not Specified,294,Delivery Truck,7/14/2012,87392
Medium,295,Regular Air,11/29/2011,87391
Medium,296,Regular Air,12/19/2013,87395
Medium,297,Regular Air,11/29/2011,87391
Not Specified,298,Delivery Truck,7/14/2012,87392
High,299,Express Air,9/10/2011,87390
Low,300,Regular Air,8/7/2013,87393
Not Specified,301,Regular Air,9/6/2013,87394
Not Specified,301,Delivery Truck,9/6/2013,87394
Critical,303,Regular Air,2/8/2013,86133
Medium,303,Delivery Truck,3/12/2013,86134
High,303,Delivery Truck,10/1/2013,86135
High,303,Regular Air,10/1/2013,86135
Low,304,Delivery Truck,2/27/2013,87066
High,304,Delivery Truck,2/27/2013,87066
High,304,Regular Air,10/14/2013,87069
Medium,305,Delivery Truck,5/11/2011,87058
Low,305,Regular Air,9/19/2011,87060
Low,305,Regular Air,9/19/2011,87060
High,305,Regular Air,1/6/2012,87062
High,305,Delivery Truck,1/6/2012,87062
Critical,305,Express Air,7/22/2013,87068
High,306,Regular Air,8/14/2010,87057
High,306,Regular Air,8/14/2010,87057
Low,306,Regular Air,6/6/2012,87063
Medium,306,Delivery Truck,12/19/2012,87064
Critical,306,Regular Air,3/30/2013,87067
High,307,Regular Air,5/26/2011,87059
High,307,Regular Air,5/26/2011,87059
Not Specified,307,Delivery Truck,10/6/2011,87061
Not Specified,307,Delivery Truck,10/6/2011,87061
Not Specified,307,Regular Air,10/6/2011,87061
Critical,307,Express Air,12/20/2012,87065
Low,307,Delivery Truck,10/29/2013,87070
High,308,Regular Air,8/14/2010,37760
Medium,308,Delivery Truck,5/11/2011,24356
High,308,Regular Air,5/26/2011,43526
High,308,Regular Air,5/26/2011,43526
Low,308,Regular Air,9/19/2011,21249
Not Specified,308,Delivery Truck,10/6/2011,40194
Not Specified,308,Regular Air,10/6/2011,40194
High,308,Regular Air,1/6/2012,29958
High,308,Delivery Truck,1/6/2012,29958
Low,308,Regular Air,6/6/2012,33540
Medium,308,Delivery Truck,12/19/2012,32450
Critical,308,Express Air,12/20/2012,48515
Low,308,Delivery Truck,2/27/2013,18950
High,308,Delivery Truck,2/27/2013,19332
Critical,308,Regular Air,3/30/2013,37895
Critical,308,Express Air,7/22/2013,29764
High,308,Regular Air,8/14/2013,37760
Low,308,Regular Air,9/19/2013,21249
Not Specified,308,Delivery Truck,10/6/2013,40194
High,308,Regular Air,10/14/2013,1447
Low,308,Delivery Truck,10/29/2013,40672
Medium,310,Regular Air,5/11/2011,89830
Medium,310,Regular Air,5/11/2011,89830
Critical,310,Regular Air,5/14/2012,89831
Low,310,Express Air,8/20/2012,89832
Critical,310,Regular Air,11/10/2012,89833
Medium,310,Regular Air,6/22/2013,89834
Medium,311,Regular Air,5/11/2011,89830
Low,313,Regular Air,7/21/2011,89168
Not Specified,313,Delivery Truck,9/10/2011,89169
Not Specified,313,Regular Air,3/3/2013,89170
Medium,313,Delivery Truck,8/7/2013,89172
Low,313,Regular Air,12/7/2013,89173
Medium,314,Regular Air,3/20/2010,89166
Medium,314,Regular Air,6/8/2011,89167
Medium,314,Regular Air,3/17/2013,89171
Medium,315,Regular Air,3/20/2010,89166
Not Specified,317,Regular Air,6/17/2010,86041
Not Specified,317,Regular Air,6/17/2010,86041
Not Specified,317,Regular Air,6/17/2010,86041
Not Specified,317,Delivery Truck,11/17/2013,86044
Not Specified,317,Regular Air,11/17/2013,86044
Not Specified,318,Regular Air,11/24/2012,86042
Not Specified,319,Regular Air,5/14/2013,86043
Low,321,Regular Air,10/4/2010,91057
High,322,Regular Air,2/11/2013,91058
Critical,324,Regular Air,8/9/2011,91524
Not Specified,324,Regular Air,11/1/2011,91525
Critical,324,Express Air,6/22/2012,91526
Low,324,Delivery Truck,11/19/2012,91527
Critical,324,Regular Air,12/3/2013,91528
Not Specified,326,Regular Air,12/9/2010,90973
Low,326,Regular Air,4/1/2011,90974
Low,326,Regular Air,4/1/2011,90974
Not Specified,326,Delivery Truck,8/28/2013,90976
Medium,327,Regular Air,9/25/2011,90975
Medium,327,Regular Air,9/25/2011,90975
Medium,327,Express Air,9/25/2011,90975
Medium,329,Delivery Truck,4/14/2010,89726
Medium,330,Regular Air,10/25/2012,89727
Medium,331,Express Air,4/14/2010,89726
Medium,332,Regular Air,10/25/2012,89727
Not Specified,333,Regular Air,8/28/2013,89728
Critical,335,Regular Air,5/4/2010,87277
Critical,335,Regular Air,5/4/2010,87277
Not Specified,336,Delivery Truck,9/5/2011,87278
Not Specified,336,Regular Air,9/5/2011,87278
Not Specified,336,Regular Air,9/5/2011,87278
Critical,336,Regular Air,8/9/2012,87279
Not Specified,336,Delivery Truck,10/2/2012,87280
Not Specified,336,Delivery Truck,10/2/2012,87280
Not Specified,336,Regular Air,10/2/2012,87280
Critical,336,Regular Air,12/2/2012,87281
Critical,337,Delivery Truck,8/9/2013,87282
Low,337,Regular Air,10/14/2013,87283
Medium,337,Delivery Truck,11/16/2013,87284
Medium,339,Regular Air,9/17/2010,90583
Medium,339,Regular Air,9/17/2010,90583
Not Specified,339,Regular Air,4/22/2011,90584
Low,339,Regular Air,12/12/2011,90585
Medium,339,Regular Air,4/29/2013,90586
Critical,340,Regular Air,12/6/2013,90587
Low,341,Regular Air,10/28/2013,88155
Critical,342,Regular Air,11/4/2010,3332
Low,342,Regular Air,2/15/2013,32292
Low,342,Regular Air,2/15/2013,32292
Medium,342,Regular Air,3/8/2013,51620
Critical,342,Delivery Truck,7/31/2013,33959
Low,342,Regular Air,10/28/2013,38912
Low,342,Regular Air,10/28/2013,38912
Critical,343,Delivery Truck,7/31/2010,88151
Critical,344,Regular Air,11/4/2010,88152
Low,345,Regular Air,2/15/2013,88153
Medium,346,Regular Air,3/8/2013,88154
Low,347,Regular Air,10/28/2013,88155
Low,348,Regular Air,2/15/2013,88153
Critical,349,Express Air,6/9/2010,17446
Medium,349,Regular Air,Florida,1916.6757
Critical,349,Regular Air,4/5/2012,40643
Not Specified,349,Regular Air,4/13/2012,4769
Low,349,Delivery Truck,9/9/2012,37414
Medium,349,Regular Air,11/17/2012,15264
Medium,349,Regular Air,11/17/2012,15264
Critical,349,Regular Air,12/10/2012,47265
Not Specified,350,Regular Air,4/13/2012,88688
Critical,351,Express Air,6/9/2010,88685
Medium,351,Regular Air,New York,993.8346
Critical,351,Regular Air,4/5/2012,88687
Low,351,Delivery Truck,9/9/2012,88689
Medium,351,Regular Air,11/17/2012,88690
Medium,351,Regular Air,11/17/2012,88690
Critical,351,Regular Air,12/10/2012,88691
Low,353,Express Air,85301,84.76
Low,353,Regular Air,5/14/2010,89647
Low,354,Express Air,10/3/2011,89648
Low,354,Regular Air,10/9/2012,89650
Medium,354,Express Air,4/15/2013,89651
High,354,Regular Air,5/26/2013,89652
High,354,Regular Air,5/26/2013,89652
Medium,355,Delivery Truck,11/26/2011,89649
Critical,355,Regular Air,11/12/2013,89653
Critical,357,Delivery Truck,11/24/2010,91131
Critical,357,Regular Air,7/3/2011,91133
Critical,357,Regular Air,7/3/2011,91133
Critical,357,Regular Air,7/3/2011,91133
Not Specified,357,Express Air,11/18/2012,91134
High,357,Regular Air,8/26/2013,91136
Low,358,Regular Air,1/9/2010,91130
Critical,358,Delivery Truck,2/26/2011,91132
Critical,358,Express Air,5/7/2013,91135
Medium,358,Regular Air,10/23/2013,91137
Medium,360,Regular Air,1/1/2011,87348
Critical,360,Delivery Truck,3/10/2012,87351
High,360,Regular Air,12/5/2012,87352
Low,360,Regular Air,1/7/2013,87353
Not Specified,361,Regular Air,10/7/2011,87350
Critical,362,Express Air,5/13/2013,87355
Critical,363,Delivery Truck,3/25/2011,87349
Critical,364,Delivery Truck,5/13/2013,87355
Critical,365,Regular Air,5/13/2013,87355
Medium,366,Delivery Truck,1/17/2010,87347
Critical,367,Delivery Truck,4/9/2013,87354
Low,369,Express Air,10/11/2010,90292
Critical,369,Regular Air,94601,1269.37
Critical,369,Regular Air,3/3/2013,90294
Critical,369,Regular Air,3/3/2013,90294
Critical,369,Delivery Truck,8/14/2013,90295
Critical,369,Regular Air,8/14/2013,90295
Not Specified,370,Regular Air,5/27/2010,90291
Not Specified,371,Express Air,5/27/2010,90291
High,372,Regular Air,10/18/2012,90293
Not Specified,373,Delivery Truck,3/14/2010,24193
Not Specified,373,Regular Air,3/14/2010,24193
Not Specified,373,Regular Air,3/14/2010,24193
Critical,373,Regular Air,10/9/2012,16422
Critical,373,Regular Air,10/9/2012,16422
Medium,373,Express Air,11/20/2012,26214
Medium,373,Regular Air,11/20/2012,26214
High,373,Regular Air,3/11/2013,24993
Critical,374,Regular Air,10/9/2012,90919
Critical,374,Regular Air,10/9/2012,90919
Not Specified,375,Delivery Truck,3/14/2010,90917
Not Specified,375,Regular Air,3/14/2010,90917
High,375,Regular Air,3/11/2011,90918
Medium,375,Express Air,11/20/2012,90920
Medium,375,Regular Air,11/20/2012,90920
Not Specified,375,Regular Air,3/14/2013,90921
Medium,377,Regular Air,10/17/2010,89579
High,377,Express Air,5/17/2012,89580
High,377,Express Air,5/17/2012,89580
High,378,Express Air,5/17/2012,89580
High,378,Regular Air,5/17/2012,89580
High,378,Regular Air,5/17/2012,89580
Not Specified,378,Regular Air,5/30/2012,89581
Low,378,Express Air,2/6/2013,89582
High,380,Regular Air,7/31/2011,88931
Critical,380,Regular Air,61008,111.94
High,380,Regular Air,6/27/2013,88938
High,380,Regular Air,6/27/2013,88938
High,380,Express Air,6/27/2013,88938
Critical,380,Delivery Truck,10/23/2013,88939
Not Specified,381,Regular Air,5/1/2010,88929
Not Specified,381,Regular Air,1/10/2012,88933
Not Specified,381,Delivery Truck,1/10/2012,88933
Not Specified,381,Regular Air,7/21/2012,88935
High,381,Regular Air,7/31/2012,88936
High,381,Regular Air,61701,103.31
High,381,Express Air,11/19/2012,88937
High,382,Regular Air,5/25/2011,88930
High,382,Delivery Truck,5/25/2011,88930
Not Specified,382,Regular Air,1/28/2012,88934
Not Specified,382,Regular Air,1/28/2012,88934
Critical,383,Regular Air,3/19/2010,88928
Critical,383,Express Air,3/19/2010,88928
High,383,Regular Air,7/31/2011,88931
Medium,385,Regular Air,12/7/2011,90342
Medium,385,Regular Air,1/21/2013,90346
Medium,386,Regular Air,68025,53.11
Medium,386,Regular Air,12/7/2011,90342
Critical,386,Regular Air,12/14/2011,90343
Not Specified,386,Regular Air,68025,63.28
Not Specified,386,Regular Air,9/2/2013,90350
High,387,Express Air,12/12/2010,90339
High,387,Regular Air,5/10/2011,90340
High,387,Regular Air,68801,52.93
Critical,387,Express Air,12/14/2011,90343
Critical,387,Regular Air,12/14/2011,90343
Critical,387,Regular Air,12/14/2011,90343
Critical,388,Regular Air,1/3/2010,90337
Critical,388,Regular Air,1/3/2010,90337
Not Specified,388,Delivery Truck,3/15/2012,90344
Medium,388,Regular Air,3/30/2012,90345
High,388,Regular Air,4/22/2013,90348
High,388,Regular Air,4/22/2013,90348
Low,388,Express Air,9/24/2013,90351
Low,389,Delivery Truck,2/6/2010,90338
Not Specified,389,Regular Air,7/19/2011,90341
Low,389,Regular Air,2/6/2013,90347
Not Specified,389,Regular Air,7/19/2013,90349
Not Specified,389,Regular Air,68502,98.27
Low,391,Delivery Truck,11/9/2011,86387
Not Specified,391,Regular Air,12/24/2011,86388
Not Specified,391,Regular Air,8/19/2013,86395
Not Specified,391,Regular Air,8/19/2013,86395
Not Specified,391,Regular Air,9/4/2013,86396
Medium,392,Regular Air,3/5/2010,86383
Medium,392,Regular Air,3/5/2010,86383
Medium,392,Regular Air,3/5/2013,86391
Low,393,Regular Air,2/15/2010,86382
Critical,393,Delivery Truck,1/20/2011,86385
Medium,393,Express Air,New York,899.7048
Critical,393,Regular Air,4/28/2012,86390
Critical,393,Delivery Truck,4/30/2013,86393
Not Specified,393,Regular Air,7/2/2013,86394
Low,394,Regular Air,2/10/2012,86389
Medium,394,Express Air,3/5/2013,86391
High,394,Regular Air,4/29/2013,86392
Critical,395,Regular Air,12/18/2010,86384
Critical,395,Regular Air,12/18/2010,86384
Not Specified,395,Delivery Truck,9/4/2013,86396
Critical,397,Regular Air,2/2/2010,89319
High,397,Regular Air,8/11/2012,89323
Critical,397,Regular Air,44221,17.91
Medium,398,Regular Air,11/23/2010,89320
High,398,Regular Air,7/23/2012,89322
Critical,398,Regular Air,5/25/2013,89324
Critical,398,Delivery Truck,5/25/2013,89324
Low,398,Regular Air,10/15/2013,89325
Medium,398,Express Air,11/23/2013,89326
Not Specified,399,Regular Air,3/19/2012,89321
Low,399,Express Air,10/15/2013,89325
Low,401,Delivery Truck,4/3/2011,87805
Medium,401,Regular Air,9/22/2012,87806
Medium,401,Express Air,9/22/2012,87806
Critical,402,Regular Air,10/1/2012,87807
Critical,402,Regular Air,10/1/2012,87807
Medium,402,Regular Air,1/22/2013,87808
Low,402,Regular Air,9/27/2013,87810
Low,402,Express Air,9/27/2013,87810
Low,403,Regular Air,4/3/2011,87805
Medium,404,Regular Air,3/28/2013,87809
Low,404,Express Air,9/27/2013,87810
Medium,405,Regular Air,3/28/2013,87809
High,406,Regular Air,5/21/2010,87804
Low,408,Regular Air,11/2/2010,89639
Medium,408,Regular Air,4/2/2012,89641
Medium,408,Regular Air,4/2/2012,89641
Medium,408,Regular Air,4/2/2012,89641
High,408,Delivery Truck,9/23/2013,89642
Critical,409,Express Air,2/15/2011,89640
High,411,Express Air,5/4/2010,87905
Medium,412,Regular Air,5/14/2011,87906
Low,413,Delivery Truck,6/1/2011,87907
Low,414,Regular Air,6/1/2011,87907
Medium,415,Regular Air,5/14/2011,87906
Not Specified,417,Regular Air,3/16/2012,87704
Not Specified,417,Express Air,8/4/2012,87705
Not Specified,417,Regular Air,8/4/2012,87705
Low,417,Regular Air,7/20/2013,87707
Low,417,Regular Air,7/20/2013,87707
High,417,Regular Air,8/14/2013,87708
Not Specified,418,Regular Air,94403,140.63
Low,418,Delivery Truck,5/13/2011,87702
Low,418,Regular Air,5/13/2011,87702
Low,418,Regular Air,10/10/2011,87703
Not Specified,419,Regular Air,1/17/2011,87701
Low,420,Express Air,8/24/2012,87706
Critical,421,Regular Air,2/6/2010,87700
Low,422,Regular Air,10/10/2013,87709
Low,423,Regular Air,10/10/2011,87703
Low,424,Regular Air,8/24/2012,87706
Not Specified,426,Regular Air,3/23/2013,88485
Not Specified,427,Regular Air,6/6/2011,88481
Not Specified,427,Regular Air,6/6/2011,88481
Critical,427,Regular Air,8/9/2011,88482
Not Specified,427,Express Air,6/30/2012,88483
Not Specified,427,Regular Air,6/30/2012,88483
Not Specified,427,Regular Air,1/25/2013,88484
High,428,Regular Air,7/15/2010,88479
High,428,Regular Air,7/15/2010,88479
Not Specified,428,Regular Air,9/3/2010,88480
High,428,Regular Air,11/15/2013,88486
Not Specified,430,Regular Air,11/5/2011,90697
High,430,Regular Air,9/3/2012,90698
High,430,Regular Air,9/3/2012,90698
High,430,Delivery Truck,5/5/2013,90702
Low,430,Regular Air,94583,198.28
Low,430,Express Air,6/1/2013,90703
Not Specified,431,Regular Air,11/21/2012,90700
Not Specified,431,Regular Air,11/21/2012,90700
Low,431,Regular Air,12/3/2012,90701
Low,432,Regular Air,9/23/2012,90699
Medium,433,Delivery Truck,7/19/2013,90704
High,434,Regular Air,6/10/2011,90696
Low,435,Regular Air,9/23/2012,90699
Medium,436,Regular Air,7/19/2013,90704
Low,437,Regular Air,6/22/2010,90695
Low,438,Regular Air,12/9/2013,90705
Low,439,Regular Air,12/9/2013,90705
Low,440,Regular Air,12/9/2013,90705
High,441,Regular Air,6/10/2011,90696
